DATASET_SIMPLEBAR

SEPARATOR COMMA

DATASET_LABEL,bar

COLOR,#ff0000

WIDTH,100

DATA
n11687,32.29
n11690,19.72
n11692,nan
n11694,19.34
n11695,5.78
n11696,14.44
n11698,28.02
n11700,31.06
n11701,37.29
n11702,nan
n11706,1.1
n11710,nan
n11712,nan
n11714,nan
n11716,nan
n11718,nan
n11719,nan
n11722,12.19
n11725,19.5
n11728,28.37
n11729,17.07
n11732,nan
n11734,21.64
n11736,24.77
n11737,30.31
n11740,44.22
n11741,41.71
n11742,33.1
n11744,nan
n11746,20.53
n11747,10.39
n11752,68.52
n11754,39.82
n11755,52.69
n11758,37.31
n11760,30.26
n11762,35.16
n11763,22.06
n11766,22.39
n11768,45.25
n11769,21.46
n11770,nan
n11772,nan
n11774,41.71
n11775,nan
n11780,26.12
n11782,48.54
n11784,22.46
n11785,22.8
n11788,24.44
n11790,38.8
n11792,32.29
n11793,nan
n11794,33.98
n11798,57.11
n11799,nan
n11800,5.74
n11802,nan
n11804,nan
n11810,24.5
n11811,nan
n11812,82.86
n11814,nan
n11815,13.27
n11816,41.94
n11818,46.59
n11820,32.27
n11822,61.48
n11823,48.39
n11828,8.96
n11832,34.37
n11834,9.28
n11835,14.38
n11836,5.19
n11838,13.71
n11840,23.6
n11841,10.22
n11844,nan
n11846,34.34
n11847,20.24
n11850,9.53
n11851,24.93
n11852,56.48
n11854,40.79
n11856,14.8
n11857,57.39
n11862,nan
n11863,27.78
n11866,16.52
n11868,11.59
n11869,28.49
n11870,nan
n11872,nan
n11874,19.58
n11875,7.41
n11878,28.31
n11879,40.13
n11882,34.71
n11884,77.64
n11886,nan
n11887,18.94
n11890,32.37
n11891,nan
n11892,9.2
n11894,13.3
n11895,8.58
n11898,14.65
n11899,21.71
n11900,31.7
n11902,18.5
n11908,nan
n11912,18.76
n11913,nan
n11914,67.8
n11915,76.12
n11918,27.59
n11920,20.68
n11921,4.61
n11926,20.99
n11928,15.45
n11930,62.52
n11932,51.93
n11933,64.27
n11936,35.33
n11938,11.44
n11939,9.55
n11944,22.54
n11946,14.23
n11947,17.38
n11948,63.71
n11950,16.24
n11953,59.21
n11956,27.24
n11958,5.66
n11959,39.65
n11960,31.15
n11962,16.92
n11964,78.25
n11966,78.4
n11967,57.91
n11972,31.54
n11974,34.6
n11975,nan
n11976,74.04
n11980,56.14
n11982,51.24
n11986,16.06
n11987,57.82
n11988,30.72
n11990,12.73
n11992,64.82
n11994,34.9
n11996,5.87
n11997,59.54
n12000,21.31
n12004,73.3
n12005,75.88
n12006,22.04
n12008,nan
n12009,21.89
n12010,60.07
n12014,46.9
n12016,18.36
n12017,26.85
n12020,21.38
n12022,11.23
n12023,50.4
n12028,36.52
n12032,30.93
n12033,40.63
n12034,20.92
n12035,48.21
n12040,23.35
n12042,9.92
n12043,48.73
n12046,57.09
n12047,20.39
n12048,27.26
n12050,20.06
n12052,8.1
n12053,37.79
n12054,24.33
n12058,11.06
n12060,44.53
n12062,77.72
n12063,54.02
n12064,28.96
n12068,nan
n12069,29.56
n12070,12.1
n12072,59.49
n12074,25.01
n12075,66.42
n12078,5.85
n12080,12.29
n12082,68.61
n12083,63.51
n12088,64.72
n12090,68.46
n12091,69.44
n12092,43.17
n12096,15.08
n12097,53.56
n12098,27.88
n12100,21.69
n12101,51.96
n12102,13.6
n12104,39.77
n12108,8.14
n12109,50.21
n12112,25.6
n12114,7.82
n12116,8.33
n12117,12.6
n12118,6.69
n12122,51.74
n12123,27.21
n12124,60.63
n12126,38.72
n12127,49.53
n12132,21.2
n12136,38.32
n12139,39.54
n12142,21.64
n12144,nan
n12146,56.5
n12148,17.27
n12149,38.34
n12152,30.9
n12154,15.9
n12156,38.22
n12157,27.97
n12158,44.05
n12162,26.05
n12163,nan
n12164,27.28
n12168,38.38
n12169,18.7
n12170,66.07
n12172,63.09
n12174,12.56
n12175,45.6
n12176,9.07
n12178,35.18
n12182,15.83
n12184,nan
n12188,41.9
n12189,82.45
n12190,24.62
n12191,92.01
n12192,7.59
n12198,84.76
n12199,33.81
n12200,10.05
n12204,7.34
n12205,21.78
n12206,nan
n12208,27.19
n12209,38.92
n12216,14.34
n12218,57.47
n12220,69.01
n12222,18.06
n12223,62.87
n12224,14.86
n12226,15.9
n12228,21.32
n12230,33.32
n12231,51.1
n12232,39.28
n12234,18.1
n12238,8.49
n12240,23.35
n12242,nan
n12243,21.78
n12244,13.83
n12246,43.37
n12250,14.33
n12252,25.61
n12253,19.75
n12256,37.37
n12258,51.01
n12259,56.29
n12260,17.87
n12262,33.23
n12263,48.79
n12264,79.7
n12268,11.98
n12269,54.03
n12270,22.43
n12274,56.72
n12278,35.18
n12280,45.86
n12284,30.43
n12285,48.0
n12286,50.54
n12287,61.04
n12288,31.54
n12292,17.19
n12294,4.95
n12295,20.53
n12296,64.79
n12298,24.3
n12300,15.01
n12301,nan
n12304,17.3
n12308,19.65
n12309,71.74
n12312,18.47
n12313,38.81
n12316,21.77
n12317,3.98
n12318,nan
n12320,9.71
n12322,18.11
n12323,47.0
n12324,46.54
n12328,11.56
n12330,34.83
n12336,19.77
n12337,nan
n12338,18.11
n12340,35.84
n12341,nan
n12344,17.71
n12346,49.66
n12347,43.16
n12352,48.77
n12354,3.84
n12356,32.41
n12357,44.9
n12360,25.14
n12361,68.95
n12362,4.73
n12364,15.36
n12366,57.83
n12367,9.35
n12372,9.43
n12373,32.95
n12374,62.11
n12376,17.72
n12378,58.07
n12380,37.09
n12381,64.05
n12384,32.37
n12385,84.72
n12388,44.19
n12389,26.09
n12390,17.42
n12392,30.45
n12394,10.42
n12396,23.1
n12397,27.2
n12404,29.52
n12406,13.56
n12408,68.87
n12410,26.97
n12411,nan
n12412,67.86
n12414,37.73
n12416,22.94
n12418,16.8
n12420,20.37
n12422,17.46
n12423,37.2
n12426,nan
n12428,18.72
n12429,41.97
n12432,18.06
n12434,19.26
n12436,nan
n12440,13.2
n12442,57.67
n12443,24.88
n12444,28.71
n12446,41.81
n12450,13.34
n12451,13.32
n12452,23.17
n12453,58.78
n12456,18.31
n12457,17.79
n12460,10.53
n12461,32.61
n12464,37.16
n12465,nan
n12468,15.05
n12469,21.59
n12470,17.32
n12474,45.84
n12475,77.38
n12476,20.82
n12478,42.62
n12480,30.07
n12481,47.69
n12484,37.09
n12490,7.0
n12492,29.6
n12496,12.77
n12497,49.48
n12498,nan
n12500,29.66
n12502,9.01
n12503,71.98
n12508,67.88
n12510,nan
n12511,64.77
n12514,26.1
n12515,33.13
n12516,10.93
n12517,24.45
n12522,15.09
n12523,11.88
n12524,41.75
n12526,20.12
n12527,48.54
n12530,5.89
n12531,26.22
n12534,36.15
n12535,52.26
n12536,19.98
n12537,34.48
n12540,23.37
n12542,22.57
n12544,28.15
n12548,11.31
n12549,42.06
n12550,61.55
n12552,17.11
n12554,45.12
n12556,40.67
n12557,32.91
n12562,24.89
n12566,57.84
n12567,52.09
n12568,38.73
n12570,68.91
n12572,15.31
n12573,10.7
n12578,63.81
n12580,49.74
n12581,29.54
n12584,27.84
n12586,16.33
n12588,29.4
n12589,95.27
n12590,18.31
n12592,13.84
n12595,45.14
n12596,nan
n12604,21.64
n12605,22.91
n12606,29.27
n12610,19.95
n12612,54.11
n12613,55.38
n12614,47.36
n12616,27.57
n12617,40.79
n12620,59.72
n12622,12.55
n12623,23.55
n12626,14.39
n12628,30.22
n12629,63.22
n12630,31.96
n12632,7.01
n12634,9.36
n12635,60.37
n12640,42.84
n12642,93.94
n12644,16.11
n12646,49.57
n12647,77.99
n12650,47.6
n12652,22.92
n12653,30.79
n12654,23.87
n12656,68.41
n12657,67.89
n12660,29.14
n12662,23.05
n12663,37.5
n12666,nan
n12668,22.75
n12670,59.56
n12671,25.4
n12674,53.21
n12676,26.54
n12678,14.8
n12679,21.76
n12680,68.47
n12686,42.91
n12688,25.71
n12689,25.24
n12692,64.66
n12694,20.98
n12695,31.49
n12698,13.5
n12699,9.58
n12700,13.86
n12702,41.46
n12703,44.05
n12706,21.17
n12708,nan
n12709,31.77
n12710,67.49
n12714,20.43
n12716,10.62
n12717,75.33
n12720,13.47
n12722,55.11
n12723,73.56
n12724,75.32
n12730,42.54
n12731,61.72
n12732,17.33
n12734,97.8
n12735,41.41
n12736,36.68
n12738,16.96
n12740,54.72
n12742,17.93
n12744,72.79
n12745,36.27
n12748,11.67
n12750,7.17
n12751,51.08
n12752,6.31
n12754,23.27
n12760,36.76
n12762,nan
n12763,44.78
n12764,23.31
n12766,66.37
n12770,6.25
n12771,12.29
n12777,20.33
n12778,29.07
n12779,4.18
n12782,28.23
n12784,29.85
n12785,33.28
n12786,31.12
n12790,5.62
n12791,73.11
n12792,34.97
n12796,22.03
n12797,84.09
n12798,37.19
n12800,21.73
n12802,36.55
n12803,19.19
n12808,28.18
n12809,35.04
n12814,20.71
n12815,nan
n12818,47.07
n12819,33.4
n12820,37.34
n12824,66.12
n12825,98.51
n12826,11.71
n12827,43.04
n12834,30.57
n12838,25.79
n12839,nan
n12840,nan
n12842,nan
n12843,48.34
n12844,16.49
n12846,26.94
n12848,44.6
n12850,70.19
n12852,18.8
n12854,24.78
n12856,44.43
n12857,53.43
n12858,7.16
n12864,16.2
n12865,34.48
n12866,24.72
n12868,10.68
n12870,41.06
n12871,16.78
n12874,58.08
n12875,66.71
n12876,37.11
n12880,3.91
n12881,28.28
n12882,39.64
n12886,2.6
n12887,48.68
n12890,6.73
n12891,42.04
n12892,2.27
n12894,11.88
n12895,23.18
n12898,11.85
n12900,10.86
n12904,nan
n12906,25.03
n12907,33.63
n12908,15.71
n12912,3.24
n12914,nan
n12916,17.46
n12918,11.49
n12919,nan
n12922,81.58
n12924,11.27
n12928,45.39
n12929,52.44
n12932,9.88
n12934,15.22
n12935,18.87
n12936,42.67
n12938,11.78
n12939,52.37
n12942,nan
n12946,63.52
n12947,22.53
n12950,42.44
n12954,3.2
n12955,52.88
n12956,19.24
n12957,33.08
n12960,31.51
n12962,7.99
n12964,nan
n12966,48.59
n12968,52.44
n12969,28.87
n12974,27.32
n12976,14.65
n12977,nan
n12980,18.09
n12984,6.99
n12985,46.27
n12988,15.08
n12989,13.03
n12990,60.73
n12994,9.61
n12995,60.96
n12996,49.83
n12997,72.77
n13002,10.45
n13003,39.49
n13004,43.57
n13005,7.61
n13006,41.78
n13008,70.4
n13010,7.99
n13014,8.11
n13015,5.43
n13018,6.59
n13019,78.25
n13020,5.88
n13022,15.72
n13023,7.11
n13028,6.9
n13030,33.53
n13031,39.26
n13032,22.72
n13034,74.67
n13035,36.13
n13038,34.85
n13040,11.25
n13042,10.41
n13043,23.16
n13046,57.92
n13047,54.01
n13048,22.92
n13050,20.6
n13054,12.36
n13055,41.83
n13056,100.0
n13058,29.92
n13062,26.86
n13063,65.12
n13064,26.57
n13066,55.29
n13068,15.26
n13070,47.6
n13074,22.63
n13076,38.1
n13078,9.07
n13079,59.74
n13082,21.5
n13083,32.96
n13084,3.65
n13086,68.06
n13087,14.85
n13088,14.8
n13094,39.44
n13096,7.4
n13098,43.75
n13099,17.96
n13104,12.8
n13106,26.76
n13108,26.94
n13110,9.97
n13111,23.74
n13112,15.84
n13114,32.29
n13116,24.49
n13118,76.0
n13119,37.01
n13124,19.44
n13125,43.78
n13128,5.97
n13130,35.74
n13131,28.68
n13134,38.29
n13136,91.79
n13137,nan
n13138,28.59
n13140,29.64
n13142,66.43
n13148,29.61
n13149,17.52
n13150,24.09
n13151,86.76
n13154,62.62
n13155,33.16
n13158,21.61
n13159,40.76
n13162,29.44
n13163,61.91
n13166,nan
n13170,44.71
n13172,14.45
n13173,76.11
n13176,73.03
n13178,22.01
n13179,23.29
n13180,28.58
n13184,15.36
n13185,14.74
n13186,36.42
n13188,nan
n13192,18.29
n13194,23.81
n13195,13.05
n13198,nan
n13199,68.71
n13200,24.46
n13201,45.96
n13204,22.31
n13205,27.17
n13208,nan
n13210,25.08
n13214,14.28
n13215,15.31
n13216,41.79
n13218,40.77
n13219,22.39
n13220,49.61
n13224,16.17
n13225,nan
n13226,14.08
n13228,27.92
n13236,43.45
n13237,19.57
n13238,nan
n13240,41.01
n13241,nan
n13244,89.25
n13246,27.03
n13247,25.05
n13248,52.32
n13250,nan
n13252,23.48
n13253,53.09
n13256,14.41
n13260,12.36
n13261,nan
n13262,23.13
n13264,14.17
n13265,20.21
n13268,9.15
n13272,21.18
n13273,15.71
n13274,31.79
n13275,96.6
n13276,80.65
n13278,31.51
n13280,nan
n13282,80.15
n13284,22.1
n13285,36.33
n13294,12.05
n13295,65.81
n13296,36.87
n13298,12.35
n13299,52.45
n13302,30.74
n13303,45.36
n13304,10.69
n13308,36.06
n13309,71.91
n13310,38.45
n13312,34.62
n13314,17.98
n13315,81.57
n13318,29.19
n13320,14.34
n13322,15.8
n13324,58.18
n13325,57.45
n13326,19.95
n13330,9.7
n13332,64.32
n13334,87.54
n13336,27.77
n13337,54.98
n13340,15.95
n13342,53.14
n13343,40.85
n13344,21.31
n13346,18.91
n13348,70.96
n13350,25.15
n13352,12.69
n13353,17.23
n13358,14.45
n13360,11.58
n13362,26.19
n13366,nan
n13367,28.83
n13368,nan
n13369,31.39
n13372,51.03
n13374,39.52
n13375,24.47
n13378,48.43
n13379,28.47
n13382,70.35
n13383,nan
n13384,56.73
n13386,15.89
n13388,37.22
n13389,26.89
n13394,41.71
n13395,4.07
n13398,19.75
n13399,4.34
n13400,23.64
n13402,28.94
n13403,nan
n13408,57.41
n13409,49.19
n13410,60.19
n13412,48.13
n13413,20.67
n13416,8.88
n13420,20.85
n13422,21.61
n13424,17.59
n13426,14.59
n13427,24.3
n13428,21.81
n13430,29.61
n13432,13.77
n13436,45.67
n13438,25.62
n13439,46.5
n13440,20.02
n13442,29.6
n13444,72.25
n13445,10.16
n13450,18.47
n13452,26.82
n13453,nan
n13456,18.41
n13460,43.92
n13461,37.24
n13462,43.68
n13463,23.37
n13464,76.54
n13468,37.69
n13469,48.61
n13472,21.89
n13473,6.21
n13474,23.97
n13475,21.33
n13480,16.98
n13481,nan
n13482,55.93
n13484,67.72
n13485,nan
n13488,25.72
n13492,52.34
n13493,35.67
n13494,12.15
n13496,19.15
n13498,15.14
n13499,15.31
n13504,nan
n13506,14.96
n13507,40.8
n13508,24.47
n13510,22.4
n13512,15.62
n13514,29.89
n13515,39.32
n13518,57.65
n13520,39.64
n13522,42.43
n13524,8.85
n13525,9.37
n13526,7.07
n13530,28.19
n13531,35.73
n13534,72.41
n13535,23.8
n13536,41.97
n13537,8.71
n13544,12.53
n13546,15.48
n13548,57.31
n13549,63.39
n13554,86.41
n13555,75.18
n13556,20.64
n13557,38.49
n13560,66.53
n13561,nan
n13562,50.14
n13566,22.59
n13568,23.95
n13569,15.56
n13572,14.04
n13573,36.62
n13574,35.44
n13580,32.11
n13582,28.14
n13584,22.88
n13585,57.34
n13586,29.49
n13588,9.02
n13590,3.13
n13592,27.69
n13593,21.82
n13594,10.42
n13596,29.21
n13600,88.08
n13602,72.28
n13603,46.16
n13606,19.65
n13608,19.62
n13609,26.26
n13612,51.69
n13616,58.27
n13617,96.5
n13618,nan
n13620,37.04
n13624,34.73
n13625,13.66
n13630,44.53
n13632,17.91
n13634,36.96
n13636,57.77
n13637,28.66
n13640,17.29
n13641,nan
n13642,49.63
n13644,16.1
n13648,18.2
n13650,22.94
n13651,30.24
n13654,27.51
n13655,14.6
n13658,37.87
n13659,31.71
n13662,34.89
n13663,43.33
n13664,51.34
n13665,41.14
n13668,64.23
n13669,63.74
n13674,44.38
n13675,58.98
n13676,54.63
n13678,52.29
n13680,47.98
n13681,94.04
n13684,53.57
n13686,39.46
n13688,37.94
n13690,56.82
n13691,25.34
n13692,61.51
n13694,66.71
n13698,59.7
n13699,66.15
n13702,41.19
n13704,57.9
n13705,55.49
n13706,49.8
n13708,66.72
n13710,65.33
n13711,60.25
n13712,25.65
n13716,10.1
n13718,45.01
n13720,26.6
n13722,20.55
n13730,11.57
n13734,58.19
n13736,61.52
n13738,38.22
n13740,9.62
n13741,49.28
n13746,11.32
n13748,74.39
n13749,17.33
n13754,12.33
n13755,19.48
n13756,60.49
n13757,25.45
n13762,43.45
n13764,23.93
n13765,10.15
n13768,26.0
n13769,18.26
n13770,31.2
n13772,nan
n13773,21.2
n13778,18.51
n13779,29.25
n13780,51.52
n13782,15.42
n13783,7.01
n13784,17.38
n13788,84.78
n13790,16.38
n13792,24.63
n13793,16.02
n13796,33.32
n13798,7.26
n13799,30.21
n13800,12.09
n13804,11.22
n13805,23.27
n13808,16.27
n13810,9.83
n13811,94.93
n13812,2.25
n13814,28.15
n13816,15.89
n13817,66.36
n13820,30.39
n13826,27.6
n13827,40.34
n13828,12.63
n13830,22.54
n13831,nan
n13834,24.02
n13835,31.64
n13838,23.52
n13840,8.69
n13841,38.43
n13842,23.33
n13846,17.34
n13847,22.27
n13848,42.4
n13850,69.15
n13852,9.16
n13854,nan
n13856,13.41
n13857,33.21
n13860,61.19
n13864,9.74
n13865,50.67
n13866,42.74
n13870,62.87
n13872,66.38
n13874,26.13
n13875,70.7
n13876,85.6
n13880,6.14
n13881,6.0
n13882,84.31
n13884,38.4
n13885,27.62
n13886,66.64
n13890,11.82
n13894,13.13
n13896,12.3
n13897,24.21
n13898,33.74
n13900,79.51
n13901,23.16
n13904,44.94
n13905,65.89
n13908,13.32
n13909,23.17
n13912,37.12
n13913,20.64
n13914,59.15
n13916,21.37
n13917,39.21
n13918,27.46
n13924,61.01
n13928,16.09
n13929,21.66
n13930,13.76
n13932,23.94
n13933,69.87
n13938,21.75
n13939,nan
n13940,42.47
n13941,23.02
n13946,6.59
n13947,45.46
n13950,51.07
n13951,16.48
n13952,3.36
n13956,29.23
n13957,28.82
n13958,21.11
n13960,20.32
n13961,10.03
n13966,10.97
n13967,nan
n13968,nan
n13970,30.24
n13972,27.42
n13973,79.77
n13974,4.62
n13976,6.03
n13982,15.56
n13983,10.65
n13984,5.24
n13986,6.45
n13988,24.07
n13989,19.36
n13992,58.93
n13994,16.31
n13995,11.17
n13996,39.56
n14000,7.4
n14002,nan
n14006,10.57
n14008,11.81
n14010,21.64
n14011,29.12
n14012,25.35
n14014,25.32
n14016,13.26
n14018,36.05
n14019,44.11
n14022,26.62
n14023,nan
n14026,12.78
n14027,17.31
n14028,12.65
n14032,nan
n14034,60.15
n14036,nan
n14038,nan
n14039,nan
n14040,6.09
n14042,26.1
n14046,20.66
n14048,6.24
n14050,13.2
n14051,11.62
n14052,12.56
n14056,44.45
n14057,28.31
n14060,29.14
n14061,2.15
n14062,41.33
n14063,6.63
n14066,33.98
n14068,47.45
n14070,8.94
n14072,47.84
n14073,39.4
n14074,32.91
n14076,12.35
n14082,14.82
n14083,6.6
n14084,19.08
n14085,18.82
n14090,5.37
n14091,26.64
n14094,16.88
n14095,21.89
n14096,16.68
n14098,20.7
n14100,71.57
n14101,60.31
n14108,nan
n14109,34.18
n14112,40.5
n14113,35.93
n14114,31.79
n14116,51.23
n14117,13.32
n14122,16.49
n14123,11.96
n14124,nan
n14125,39.62
n14128,nan
n14129,18.84
n14130,12.81
n14132,25.48
n14133,nan
n14136,16.73
n14140,17.43
n14144,41.46
n14146,19.24
n14150,6.38
n14151,9.94
n14154,21.6
n14156,28.56
n14157,22.11
n14158,55.68
n14160,32.56
n14161,16.04
n14164,42.96
n14166,52.34
n14168,21.59
n14169,33.31
n14172,65.24
n14174,22.0
n14175,30.15
n14178,nan
n14180,49.85
n14181,41.53
n14182,18.53
n14184,59.62
n14185,42.76
n14190,28.99
n14192,51.01
n14194,16.43
n14196,nan
n14197,nan
n14198,nan
n14200,nan
n14202,15.63
n14206,nan
n14208,nan
n14209,36.51
n14210,16.39
n14212,33.51
n14213,45.8
n14216,6.73
n14218,32.62
n14220,23.35
n14221,39.36
n14224,25.76
n14225,30.47
n14228,nan
n14230,30.45
n14232,nan
n14233,39.99
n14234,38.92
n14238,nan
n14239,90.38
n14242,21.87
n14244,nan
n14245,40.99
n14246,nan
n14248,nan
n14252,38.73
n14254,20.32
n14255,33.08
n14258,21.9
n14260,nan
n14261,9.32
n14262,18.96
n14264,17.33
n14265,nan
n14268,28.28
n14270,57.51
n14274,13.63
n14276,14.64
n14277,13.68
n14281,24.07
n14282,43.02
n14284,16.37
n14286,29.6
n14287,18.04
n14294,36.61
n14296,10.63
n14298,73.6
n14300,8.96
n14302,15.3
n14303,6.16
n14308,17.71
n14310,24.98
n14311,35.68
n14314,21.08
n14316,30.9
n14318,16.06
n14319,28.49
n14320,19.3
n14322,84.16
n14324,16.27
n14326,24.3
n14327,91.71
n14330,9.36
n14332,38.76
n14336,17.35
n14337,36.57
n14338,27.41
n14339,14.83
n14342,26.18
n14343,24.41
n14346,14.31
n14347,42.28
n14348,72.12
n14350,14.63
n14352,13.84
n14353,63.67
n14356,5.77
n14358,38.61
n14362,44.56
n14364,41.03
n14365,89.65
n14368,15.45
n14369,16.75
n14370,17.15
n14371,6.3
n14372,51.41
n14378,69.98
n14380,35.13
n14384,20.29
n14386,36.65
n14387,48.28
n14390,17.01
n14392,34.96
n14393,22.67
n14394,64.86
n14396,24.27
n14398,77.56
n14399,34.18
n14402,6.62
n14403,22.36
n14404,30.33
n14408,31.87
n14410,29.67
n14411,35.6
n14412,10.06
n14414,12.67
n14416,49.89
n14420,10.56
n14421,52.21
n14422,10.5
n14426,10.7
n14427,36.46
n14430,10.51
n14431,36.88
n14432,62.74
n14434,73.63
n14435,78.59
n14440,21.14
n14441,40.08
n14444,54.83
n14445,27.11
n14448,5.97
n14449,22.46
n14450,18.87
n14451,21.69
n14454,27.27
n14456,27.69
n14457,19.92
n14460,13.34
n14462,68.49
n14464,64.2
n14466,12.74
n14467,35.01
n14472,4.47
n14473,12.72
n14474,35.88
n14475,21.36
n14476,17.4
n14482,9.44
n14483,53.82
n14484,59.84
n14486,24.79
n14488,6.7
n14490,94.97
n14494,6.92
n14496,50.8
n14497,59.84
n14500,7.75
n14501,45.02
n14502,16.43
n14504,6.6
n14505,75.93
n14510,29.01
n14512,8.17
n14516,21.25
n14518,19.7
n14519,45.72
n14520,64.68
n14522,35.82
n14523,38.2
n14526,16.71
n14527,35.26
n14532,34.62
n14534,20.32
n14535,4.63
n14536,10.96
n14538,13.36
n14540,80.13
n14541,58.18
n14544,38.68
n14546,68.78
n14548,33.39
n14550,75.18
n14551,26.73
n14554,24.85
n14555,nan
n14558,62.16
n14560,14.75
n14561,33.0
n14564,51.67
n14566,14.18
n14568,6.95
n14572,4.51
n14573,39.85
n14576,17.11
n14577,35.15
n14578,56.53
n14580,44.94
n14581,39.16
n14584,64.94
n14588,0.04
n14589,90.92
n14590,40.62
n14592,21.38
n14593,42.77
n14594,87.78
n14598,15.74
n14600,33.53
n14601,21.1
n14602,35.09
n14604,68.08
n14608,57.78
n14609,62.87
n14612,11.41
n14613,58.93
n14616,39.16
n14617,52.09
n14618,18.29
n14619,28.92
n14624,18.51
n14625,25.82
n14630,11.21
n14631,22.49
n14634,12.93
n14635,39.05
n14636,59.22
n14638,22.08
n14640,10.25
n14642,32.26
n14643,32.85
n14650,19.4
n14651,9.98
n14654,4.61
n14655,11.75
n14656,26.12
n14658,51.99
n14659,11.04
n14664,66.41
n14665,72.74
n14668,28.55
n14669,71.32
n14670,17.14
n14671,76.55
n14674,60.92
n14676,18.1
n14677,53.16
n14680,50.23
n14681,51.44
n14686,10.98
n14688,54.35
n14689,68.83
n14690,30.93
n14694,23.53
n14695,63.94
n14696,nan
n14697,12.33
n14702,11.76
n14704,25.14
n14705,24.51
n14708,57.97
n14710,15.7
n14712,16.31
n14713,63.22
n14716,28.66
n14717,81.76
n14718,16.02
n14720,65.29
n14722,16.07
n14724,4.28
n14725,58.3
n14728,46.93
n14732,10.81
n14733,13.73
n14734,17.52
n14736,19.98
n14738,nan
n14739,79.25
n14744,16.68
n14746,21.21
n14747,31.55
n14750,14.96
n14751,19.98
n14752,76.16
n14754,19.12
n14755,nan
n14758,81.41
n14760,75.97
n14761,51.06
n14762,26.35
n14764,35.23
n14768,10.62
n14770,29.11
n14772,35.1
n14773,34.8
n14776,99.79
n14778,18.16
n14779,34.17
n14782,9.32
n14783,47.38
n14784,13.62
n14785,69.16
n14788,42.3
n14789,68.32
n14792,55.12
n14794,23.0
n14796,43.41
n14798,36.61
n14802,78.55
n14803,54.78
n14806,nan
n14807,24.37
n14810,12.64
n14814,45.85
n14815,51.94
n14816,19.55
n14818,10.24
n14819,37.44
n14822,79.51
n14824,14.66
n14826,29.0
n14828,24.9
n14829,63.14
n14830,41.72
n14832,9.29
n14834,31.84
n14836,22.96
n14840,26.44
n14841,10.32
n14842,34.47
n14843,24.78
n14844,19.44
n14848,66.22
n14849,59.23
n14854,35.59
n14856,7.37
n14857,55.23
n14860,23.98
n14861,51.13
n14864,27.0
n14865,26.33
n14868,28.66
n14869,67.36
n14874,24.85
n14875,11.74
n14876,14.5
n14877,65.26
n14878,68.61
n14880,42.57
n14884,20.85
n14885,75.79
n14886,39.87
n14888,10.01
n14889,6.81
n14894,19.69
n14895,14.27
n14896,51.64
n14898,4.3
n14902,65.6
n14903,51.29
n14904,57.17
n14908,49.86
n14910,11.89
n14912,5.77
n14913,53.73
n14916,94.02
n14918,13.28
n14919,53.01
n14920,30.35
n14922,12.53
n14924,48.68
n14926,11.89
n14927,33.67
n14930,50.51
n14932,58.19
n14933,54.72
n14934,29.57
n14940,72.24
n14941,12.6
n14942,58.67
n14944,50.19
n14945,44.98
n14946,11.07
n14950,89.63
n14954,24.43
n14955,19.82
n14956,50.89
n14958,49.75
n14960,12.45
n14962,36.05
n14963,20.69
n14964,7.88
n14968,67.1
n14970,37.1
n14971,69.3
n14974,19.18
n14976,24.68
n14978,12.06
n14979,41.16
n14984,9.1
n14985,41.99
n14986,65.04
n14987,51.76
n14988,7.39
n14990,19.0
n14992,17.96
n14993,13.51
n14994,22.79
n14998,56.1
n15000,10.81
n15001,23.02
n15002,13.63
n15004,33.77
n15008,11.69
n15009,9.92
n15012,51.9
n15014,46.53
n15018,6.11
n15028,nan
n15031,34.51
n15035,51.01
n15036,22.95
n15038,11.34
n15041,9.28
n15044,25.8
n15048,15.97
n15049,74.93
n15050,11.92
n15054,41.33
n15056,13.7
n15057,9.44
n15058,8.33
n15060,55.87
n15061,8.69
n15062,19.1
n15066,1.25
n15069,4.04
n15072,25.68
n15074,15.17
n15076,18.7
n15077,8.37
n15080,62.77
n15082,58.22
n15083,53.1
n15084,40.21
n15086,46.13
n15088,68.5
n15090,18.14
n15091,40.46
n15092,64.39
n15094,68.34
n15096,79.52
n15098,10.41
n15100,33.23
n15104,10.41
n15106,23.89
n15107,19.32
n15110,90.52
n15112,58.02
n15113,31.26
n15116,8.09
n15118,nan
n15124,39.78
n15126,13.76
n15127,55.64
n15132,24.75
n15142,13.34
n15150,30.91
n15152,18.61
n15153,30.86
n15156,11.3
n15157,30.75
n15158,16.91
n15162,13.94
n15163,8.85
n15164,31.12
n15170,14.37
n15171,15.71
n15172,6.63
n15174,7.87
n15176,9.01
n15177,8.32
n15178,nan
n15182,12.19
n15184,7.16
n15188,15.5
n15189,6.38
n15190,5.99
n15192,5.57
n15193,11.36
n15200,5.45
n15201,11.19
n15204,14.99
n15205,37.25
n15208,42.31
n15209,12.67
n15210,9.09
n15211,13.73
n15212,40.99
n15214,nan
n15216,4.74
n15218,27.67
n15220,41.59
n15222,19.89
n15224,20.32
n15226,54.84
n15228,10.73
n15229,64.64
n15230,28.0
n15234,40.5
n15236,27.04
n15237,nan
n15238,21.77
n15240,46.81
n15244,29.24
n15246,24.59
n15248,26.39
n15249,27.18
n15250,54.47
n15254,3.7
n15256,28.86
n15257,27.55
n15258,41.11
n15262,2.25
n15263,1.32
