DATASET_SIMPLEBAR

SEPARATOR COMMA

DATASET_LABEL,bar

COLOR,#ff0000

WIDTH,100

DATA
n15667,1.22
n15668,11.58
n15672,5.69
n15673,4.47
n15678,4.56
n15680,18.5
n15681,4.78
n15682,3.89
n15684,11.92
n15686,9.17
n15688,8.01
n15689,9.98
n15692,17.35
n15693,9.05
n15694,20.44
n15698,9.14
n15702,20.6
n15703,28.49
n15706,19.6
n15707,9.15
n15708,4.36
n15710,13.96
n15712,8.88
n15713,7.76
n15718,18.16
n15719,20.29
n15722,12.85
n15723,23.58
n15724,32.55
n15726,14.48
n15727,31.02
n15728,7.41
n15730,11.91
n15734,22.1
n15735,12.33
n15738,7.29
n15739,14.28
n15740,6.89
n15742,4.29
n15743,12.17
n15748,74.82
n15750,35.58
n15754,72.65
n15755,40.12
n15758,44.64
n15760,nan
n15762,20.31
n15764,15.9
n15766,21.36
n15768,6.95
n15769,16.49
n15772,18.57
n15774,12.49
n15776,35.13
n15777,49.88
n15778,37.64
n15780,58.4
n15782,71.17
n15788,11.96
n15789,43.84
n15790,40.01
n15791,87.32
n15792,11.94
n15794,14.85
n15796,30.03
n15798,98.92
n15799,51.97
n15802,52.58
n15806,18.37
n15807,71.11
n15810,15.23
n15812,16.72
n15813,9.73
n15816,25.1
n15817,39.39
n15818,55.02
n15819,36.26
n15824,18.4
n15826,59.8
n15827,14.21
n15828,11.85
n15830,72.08
n15832,4.73
n15834,25.54
n15836,43.59
n15838,24.13
n15839,58.55
n15840,11.78
n15844,36.77
n15845,81.57
n15848,14.78
n15849,25.34
n15850,10.89
n15854,38.06
n15855,62.2
n15856,77.45
n15858,10.39
n15862,17.2
n15863,17.72
n15864,9.13
n15866,14.51
n15870,53.37
n15872,77.21
n15873,34.02
n15876,27.85
n15877,11.72
n15878,8.34
n15879,53.35
n15880,82.23
n15884,9.31
n15886,6.53
n15892,13.09
n15894,46.27
n15896,72.35
n15897,55.08
n15900,17.97
n15902,nan
n15903,nan
n15906,55.03
n15907,46.1
n15910,28.83
n15911,23.55
n15914,7.73
n15915,nan
n15916,21.12
n15920,nan
n15922,8.54
n15923,17.69
n15924,39.08
n15926,23.41
n15928,50.34
n15930,38.4
n15932,25.32
n15933,26.3
n15934,25.85
n15938,41.97
n15940,17.76
n15942,8.05
n15944,43.65
n15946,26.61
n15948,44.49
n15950,10.89
n15951,13.62
n15956,48.76
n15960,34.95
n15961,44.16
n15962,15.26
n15964,14.41
n15966,71.98
n15968,15.24
n15969,62.65
n15972,37.09
n15974,9.87
n15975,68.9
n15976,26.45
n15980,9.47
n15984,13.07
n15986,9.43
n15988,40.8
n15989,73.5
n15992,29.19
n15994,39.59
n15995,60.13
n15996,22.21
n15998,nan
n16000,66.51
n16002,48.68
n16006,73.73
n16007,85.37
n16008,18.2
n16012,68.21
n16016,4.18
n16018,24.55
n16020,13.78
n16021,67.44
n16022,44.95
n16024,14.16
n16026,7.71
n16027,22.42
n16028,89.2
n16030,63.7
n16034,80.17
n16036,28.99
n16038,60.34
n16039,63.26
n16044,22.24
n16045,nan
n16048,19.23
n16049,82.02
n16050,56.17
n16052,33.18
n16053,73.19
n16054,55.96
n16056,38.52
n16058,27.6
n16060,13.61
n16064,78.56
n16068,6.02
n16069,28.85
n16072,11.41
n16074,55.13
n16076,46.58
n16077,39.31
n16080,93.81
n16082,31.92
n16083,37.03
n16084,24.11
n16086,35.18
n16087,62.1
n16088,10.1
n16092,19.82
n16093,70.36
n16094,57.81
n16096,67.53
n16100,30.73
n16101,33.09
n16104,35.63
n16105,39.91
n16106,32.4
n16108,36.6
n16110,37.55
n16112,64.95
n16114,47.84
n16115,70.91
n16120,6.01
n16121,60.53
n16122,49.96
n16124,70.64
n16126,nan
n16128,69.45
n16130,12.4
n16131,27.99
n16136,45.14
n16137,59.33
n16138,17.18
n16139,33.62
n16144,26.86
n16145,43.13
n16148,nan
n16149,27.17
n16150,65.67
n16151,21.1
n16154,55.06
n16155,74.84
n16156,46.13
n16160,58.41
n16162,55.33
n16166,1.85
n16167,58.55
n16168,46.31
n16172,4.14
n16173,2.45
n16176,3.55
n16177,4.66
n16180,14.32
n16182,nan
n16183,12.32
n16188,15.55
n16190,23.84
n16191,46.98
n16194,54.76
n16196,57.06
n16198,7.98
n16199,8.42
n16200,7.0
n16202,46.59
n16204,25.98
n16206,10.35
n16207,42.42
n16212,4.17
n16213,19.44
n16214,3.31
n16216,20.14
n16217,69.36
n16222,7.42
n16223,54.08
n16224,17.75
n16226,9.06
n16228,60.25
n16229,31.83
n16232,9.59
n16233,43.14
n16234,5.44
n16238,9.1
n16239,12.29
n16240,18.83
n16242,82.47
n16246,20.9
n16248,11.31
n16249,21.46
n16250,9.32
n16252,25.69
n16254,17.58
n16256,10.66
n16258,17.24
n16259,58.23
n16266,10.32
n16267,21.89
n16270,34.91
n16271,52.24
n16272,8.42
n16274,12.79
n16275,67.68
n16276,24.75
n16284,11.96
n16285,9.88
n16286,21.1
n16288,30.13
n16289,55.66
n16292,25.08
n16293,50.06
n16294,14.64
n16296,52.03
n16297,18.68
n16300,17.83
n16301,36.37
n16304,21.27
n16306,49.76
n16308,15.49
n16309,22.97
n16310,35.52
n16312,32.6
n16316,35.25
n16317,9.78
n16318,59.86
n16320,21.42
n16321,12.64
n16324,10.56
n16325,42.51
n16328,33.69
n16332,21.17
n16334,18.76
n16338,31.28
n16340,42.47
n16341,9.94
n16342,22.59
n16344,32.74
n16348,24.74
n16350,22.35
n16351,25.0
n16352,14.08
n16354,nan
n16358,16.8
n16360,13.52
n16362,20.52
n16363,11.44
n16364,32.18
n16369,23.16
n16374,30.11
n16375,26.67
n16376,27.09
n16378,18.57
n16379,23.14
n16382,23.33
n16384,nan
n16385,20.06
n16386,23.87
n16390,31.13
n16392,28.65
n16394,19.61
n16395,24.89
n16396,24.19
n16398,31.82
n16400,18.13
n16402,12.13
n16403,24.12
n16408,12.02
n16409,49.67
n16412,25.91
n16413,17.15
n16414,48.52
n16416,39.61
n16418,11.52
n16420,5.77
n16421,33.25
n16424,12.37
n16426,97.88
n16428,56.69
n16430,3.52
n16432,5.61
n16433,79.65
n16438,14.64
n16440,54.81
n16441,41.3
n16444,51.29
n16445,49.52
n16450,42.59
n16451,38.24
n16452,23.32
n16453,20.51
n16456,43.08
n16458,2.65
n16459,51.39
n16460,28.18
n16464,5.09
n16465,44.23
n16466,12.57
n16468,41.16
n16469,15.87
n16474,8.33
n16476,41.07
n16477,32.97
n16478,11.92
n16480,13.23
n16482,13.24
n16484,67.78
n16486,8.93
n16487,34.4
n16490,34.65
n16492,50.41
n16494,62.42
n16496,13.24
n16498,41.01
n16499,33.87
n16502,33.6
n16504,7.68
n16505,12.49
n16508,31.35
n16510,28.35
n16512,19.36
n16514,73.3
n16518,10.54
n16519,64.31
n16520,18.13
n16521,79.81
n16524,23.09
n16525,26.05
n16526,7.39
n16528,16.63
n16532,8.63
n16533,62.35
n16534,29.22
n16538,62.54
n16539,31.06
n16542,70.19
n16543,24.41
n16544,19.94
n16546,19.76
n16547,12.59
n16548,25.13
n16550,46.08
n16552,65.44
n16554,37.01
n16558,32.26
n16560,4.73
n16564,81.39
n16565,9.72
n16570,25.48
n16571,62.69
n16574,9.54
n16575,32.43
n16576,25.2
n16578,15.45
n16579,89.2
n16582,42.08
n16584,8.63
n16586,29.75
n16587,22.57
n16592,17.95
n16593,19.16
n16594,31.8
n16595,49.23
n16600,40.65
n16601,16.78
n16602,56.05
n16604,23.88
n16606,8.11
n16608,18.22
n16609,33.2
n16612,25.97
n16614,13.35
n16616,46.55
n16617,51.29
n16620,50.3
n16622,24.57
n16623,67.42
n16624,33.98
n16626,9.16
n16628,50.37
n16629,47.71
n16632,40.5
n16634,37.01
n16635,42.65
n16638,25.89
n16640,nan
n16642,58.15
n16643,45.84
n16646,25.55
n16654,55.52
n16655,59.31
n16656,40.14
n16658,12.57
n16662,28.42
n16663,18.92
n16664,34.08
n16665,30.24
n16666,45.12
n16668,51.58
n16670,32.76
n16674,3.11
n16676,48.84
n16678,7.12
n16680,59.14
n16682,76.8
n16683,26.82
n16686,40.24
n16688,40.18
n16690,36.88
n16691,37.85
n16694,26.37
n16695,68.4
n16696,46.67
n16697,nan
n16698,12.37
n16702,5.15
n16706,18.43
n16708,12.93
n16709,21.67
n16712,13.42
n16713,45.5
n16716,28.23
n16718,44.57
n16719,45.65
n16722,17.6
n16723,39.03
n16724,14.43
n16726,12.37
n16727,nan
n16730,63.39
n16731,72.85
n16734,15.5
n16735,60.42
n16738,6.89
n16739,36.5
n16742,21.14
n16744,60.06
n16746,58.34
n16747,56.92
n16748,18.97
n16752,57.52
n16753,71.54
n16754,67.15
n16756,nan
n16758,13.33
n16760,20.47
n16761,71.56
n16766,36.45
n16768,11.28
n16770,6.83
n16771,52.79
n16774,16.98
n16775,45.81
n16778,10.1
n16779,78.6
n16780,60.5
n16784,59.04
n16785,45.84
n16788,10.32
n16790,17.86
n16791,25.1
n16792,29.56
n16794,56.03
n16796,57.35
n16798,21.41
n16799,7.94
n16804,78.37
n16806,29.91
n16807,47.91
n16812,15.65
n16813,49.1
n16816,15.09
n16818,21.96
n16819,63.69
n16820,69.02
n16822,24.56
n16824,47.35
n16826,5.21
n16832,60.89
n16834,19.88
n16835,53.29
n16836,28.86
n16838,77.05
n16840,48.23
n16842,19.75
n16844,30.93
n16845,9.82
n16848,nan
n16850,52.37
n16852,53.07
n16854,27.72
n16855,23.99
n16858,47.33
n16860,55.77
n16861,29.52
n16862,88.73
n16864,20.83
n16865,32.95
n16868,25.67
n16870,nan
n16872,41.77
n16878,41.81
n16880,23.8
n16881,64.05
n16882,66.49
n16886,52.92
n16888,6.96
n16889,24.27
n16892,23.62
n16894,12.4
n16898,38.61
n16900,67.77
n16901,22.78
n16902,8.55
n16904,4.62
n16906,32.81
n16907,49.63
n16908,10.97
n16910,46.1
n16914,22.16
n16915,32.72
n16916,29.23
n16918,28.47
n16922,39.57
n16923,26.89
n16924,6.07
n16926,35.56
n16927,54.01
n16930,24.15
n16934,72.19
n16936,33.76
n16937,41.06
n16938,51.73
n16942,20.46
n16944,60.2
n16946,19.88
n16948,30.26
n16949,80.29
n16950,8.05
n16954,16.73
n16955,37.86
n16956,30.94
n16958,1.31
n16959,57.96
n16962,50.65
n16964,9.28
n16966,nan
n16968,64.14
n16970,12.21
n16972,15.49
n16974,8.27
n16976,51.12
n16978,31.5
n16979,38.83
n16980,32.67
n16982,37.91
n16984,9.44
n16986,44.77
n16988,58.82
n16992,9.66
n16993,64.45
n16994,1.3
n16998,31.77
n17000,11.48
n17002,55.37
n17004,15.09
n17005,25.86
n17008,nan
n17010,88.7
n17011,nan
n17012,13.74
n17014,28.85
n17018,19.29
n17019,35.1
n17020,40.31
n17021,20.25
n17022,nan
n17028,58.67
n17029,46.22
n17032,39.23
n17034,30.85
n17036,54.98
n17037,16.45
n17040,21.47
n17044,29.15
n17046,nan
n17048,nan
n17050,6.3
n17051,12.88
n17054,61.61
n17056,57.48
n17057,63.86
n17058,15.11
n17060,3.54
n17061,55.15
n17066,57.97
n17067,33.91
n17068,33.9
n17070,nan
n17071,71.17
n17074,72.17
n17076,17.13
n17077,42.26
n17078,9.58
n17082,36.51
n17084,15.1
n17085,9.73
n17086,35.44
n17088,65.27
n17092,30.85
n17093,12.88
n17094,31.68
n17096,20.44
n17097,80.0
n17102,42.51
n17103,nan
n17104,33.33
n17108,nan
n17109,88.95
n17112,26.55
n17113,14.39
n17114,30.96
n17116,48.87
n17118,36.2
n17119,29.82
n17122,60.75
n17124,32.69
n17125,52.8
n17126,70.64
n17128,13.13
n17134,30.08
n17135,38.76
n17136,60.87
n17140,10.1
n17142,25.83
n17146,17.74
n17147,45.47
n17148,75.58
n17150,47.55
n17151,60.99
n17154,25.9
n17156,34.51
n17158,30.81
n17159,45.41
n17164,14.56
n17165,22.68
n17166,22.3
n17168,24.85
n17170,43.46
n17172,46.01
n17173,26.15
n17176,41.59
n17177,48.98
n17178,5.25
n17180,nan
n17186,56.77
n17187,51.54
n17188,23.09
n17189,35.4
n17195,68.62
n17198,43.99
n17199,46.89
n17200,10.69
n17202,23.25
n17208,38.59
n17209,59.25
n17210,6.7
n17212,23.76
n17214,15.33
n17216,30.25
n17217,55.46
n17220,8.76
n17222,40.87
n17223,33.47
n17226,38.12
n17228,100.0
n17229,19.61
n17230,nan
n17232,14.43
n17234,26.92
n17235,6.67
n17238,19.47
n17240,44.29
n17241,29.82
n17244,15.83
n17245,23.87
n17246,nan
n17250,23.73
n17251,38.21
n17254,nan
n17258,3.39
n17259,11.79
n17262,4.64
n17263,18.17
n17264,4.58
n17266,16.45
n17267,42.98
n17270,54.76
n17272,17.83
n17273,17.93
n17276,56.38
n17278,14.25
n17282,2.13
n17283,22.0
n17284,77.84
n17285,53.56
n17290,12.69
n17291,27.52
n17292,16.12
n17293,9.47
n17294,42.14
n17296,6.11
n17298,68.3
n17299,9.79
n17302,23.04
n17304,29.31
n17305,8.83
n17306,30.47
n17308,31.83
n17310,8.09
n17312,20.22
n17316,10.61
n17318,15.99
n17319,21.64
n17322,25.87
n17324,20.34
n17326,nan
n17328,8.68
n17330,16.48
n17334,20.45
n17336,15.61
n17337,15.4
n17340,6.61
n17344,9.71
n17345,14.42
n17346,25.84
n17350,4.15
n17352,5.38
n17353,14.86
n17354,13.78
n17356,18.5
n17358,14.38
n17360,14.72
n17362,16.38
n17364,11.55
n17366,7.24
n17368,7.18
n17372,8.81
n17374,9.95
n17376,13.94
n17378,19.0
n17379,14.19
n17384,9.52
n17385,6.89
n17386,7.53
n17387,10.69
n17388,13.82
n17390,7.41
n17392,24.11
n17394,13.41
n17395,12.58
n17396,21.57
n17398,13.01
n17402,33.41
n17403,15.78
n17410,38.48
n17411,18.3
n17412,6.7
n17413,14.71
n17416,19.34
n17418,13.27
n17419,15.67
n17422,14.18
n17426,18.15
n17427,15.16
n17428,41.51
n17430,18.5
n17431,41.18
n17434,10.87
n17436,23.54
n17438,10.11
n17439,16.27
n17440,9.76
n17444,10.16
n17445,6.1
n17446,21.14
n17448,nan
n17450,20.18
n17451,10.52
n17454,24.18
n17458,7.46
n17459,nan
n17460,4.13
n17462,18.96
n17463,15.94
n17464,19.62
n17468,27.94
n17470,17.58
n17471,29.35
n17474,7.67
n17475,24.67
n17476,47.68
n17480,9.84
n17482,9.13
n17483,8.98
n17484,17.62
n17486,17.46
n17488,3.21
n17492,23.46
n17496,16.61
n17497,11.68
n17498,16.83
n17500,19.4
n17502,11.76
n17504,12.53
n17506,9.49
n17508,22.39
n17510,23.78
n17511,34.71
n17512,52.01
n17514,32.8
n17516,11.18
n17518,24.29
n17522,3.73
n17523,34.39
n17524,13.34
n17526,28.04
n17528,21.79
n17530,12.51
n17532,10.43
n17534,21.2
n17536,29.88
n17537,8.63
n17540,28.44
n17542,25.49
n17544,20.53
n17546,14.15
n17548,16.65
n17552,12.52
n17556,1.11
n17558,39.96
n17560,3.7
n17561,10.71
n17566,9.62
n17568,11.03
n17570,37.19
n17574,21.72
n17575,20.26
n17576,60.77
n17578,32.89
n17580,21.08
n17584,45.73
n17586,55.25
n17588,23.7
n17590,16.27
n17591,38.14
n17594,10.67
n17595,32.71
n17596,23.47
n17601,46.65
n17602,25.57
n17604,nan
n17605,nan
n17608,24.95
n17609,62.01
n17610,40.71
n17614,14.5
n17616,17.9
n17618,55.5
n17620,27.75
n17622,26.0
n17623,14.56
n17624,24.7
n17626,8.21
n17630,36.3
n17632,24.33
n17633,21.35
n17636,7.78
n17638,19.0
n17639,11.35
n17640,78.46
n17644,42.0
n17645,33.59
n17646,40.94
n17648,16.85
n17654,15.23
n17655,16.2
n17656,15.97
n17658,22.79
n17660,nan
n17661,nan
n17664,27.75
n17666,31.77
n17667,8.53
n17670,17.58
n17672,nan
n17673,15.8
n17674,nan
n17678,12.86
n17679,22.38
n17682,nan
n17684,35.53
n17686,14.15
n17688,9.91
n17690,17.48
n17692,nan
n17694,nan
n17695,14.26
n17696,21.1
n17702,25.34
n17703,23.13
n17704,18.33
n17705,33.49
n17706,nan
n17708,17.45
n17710,37.44
n17714,4.31
n17715,33.25
n17716,nan
n17718,nan
n17719,nan
n17720,43.75
n17724,7.51
n17730,44.18
n17731,6.99
n17734,57.39
n17735,11.49
n17738,3.84
n17740,5.94
n17742,19.57
n17744,8.28
n17745,13.72
n17750,49.33
n17752,59.24
n17753,55.36
n17754,6.67
n17758,8.54
n17759,16.95
n17760,28.2
n17762,22.87
n17768,36.63
n17770,10.72
n17771,29.53
n17772,nan
n17774,nan
n17775,50.0
n17776,1.17
n17778,2.72
n17782,41.47
n17784,25.11
n17785,13.13
n17788,10.9
n17790,65.11
n17791,11.28
n17794,13.38
n17795,87.22
n17796,26.78
n17797,4.91
n17800,24.44
n17802,12.25
n17804,9.68
n17805,32.76
n17806,17.01
n17810,5.05
n17812,10.97
n17814,nan
n17815,nan
n17816,nan
n17820,9.64
n17822,3.23
n17824,5.87
n17826,7.91
n17828,0.84
n17829,1.0
n17834,18.56
n17835,nan
n17836,13.41
n17837,7.29
n17840,nan
n17842,nan
n17844,18.37
n17848,6.12
n17849,69.68
n17850,7.28
n17852,nan
n17854,10.58
n17856,1.85
n17857,9.92
n17862,27.85
n17864,22.01
n17866,21.52
n17867,16.69
n17868,27.35
n17872,9.94
n17873,9.21
n17876,18.35
n17877,16.13
n17878,37.58
n17879,26.15
n17884,9.59
n17886,3.92
n17888,7.49
n17889,63.02
n17890,11.01
n17894,5.78
n17896,23.93
n17898,15.63
n17900,16.51
n17902,72.87
n17903,17.2
n17904,23.59
n17908,27.38
n17910,9.65
n17911,nan
n17912,26.83
n17914,9.42
n17915,35.19
n17920,11.11
n17922,19.86
n17923,10.28
n17928,11.45
n17930,35.49
n17931,10.49
n17932,5.43
n17934,29.33
n17935,19.46
n17938,27.29
n17942,14.61
n17943,10.73
n17944,56.65
n17946,45.1
n17947,30.62
n17948,nan
n17950,11.68
n17954,27.66
n17955,51.96
n17956,21.39
n17958,15.75
n17959,19.44
n17962,11.21
n17964,31.06
n17966,19.66
n17968,29.59
n17970,12.37
n17971,2.0
n17976,40.95
n17980,15.34
n17981,10.0
n17984,14.66
n17985,14.7
n17988,35.52
n17989,18.67
n17990,35.26
n17994,57.43
n17995,15.83
n17996,34.73
n17998,14.77
n18000,51.4
n18004,31.43
n18005,58.38
n18006,16.04
n18010,22.51
n18012,24.93
n18013,43.81
n18014,23.09
n18016,nan
n18017,nan
n18018,2.11
n18022,8.36
n18023,nan
n18026,38.45
n18028,14.61
n18030,nan
n18032,nan
n18034,nan
n18036,21.66
n18038,15.87
n18040,nan
n18041,32.03
n18044,20.47
n18046,11.69
n18047,nan
n18050,17.47
n18052,12.11
n18054,nan
n18056,nan
n18058,11.11
n18059,nan
n18060,24.53
n18064,46.62
n18065,11.94
n18068,34.78
n18070,32.78
n18071,26.43
n18074,20.79
n18076,13.7
n18078,30.33
n18079,25.74
n18082,2.07
n18083,8.37
n18084,13.97
n18086,9.43
n18088,22.65
n18090,10.18
n18092,33.35
n18093,13.99
n18098,9.3
n18099,13.72
n18102,39.06
n18106,28.1
n18108,4.45
n18109,11.12
n18110,11.82
n18112,nan
n18114,52.5
n18116,nan
n18117,12.48
n18118,12.85
n18120,23.51
n18126,3.51
n18127,4.16
n18128,51.06
n18129,75.59
n18130,5.8
n18132,11.45
n18134,29.6
n18136,27.52
n18138,17.62
n18139,26.55
n18144,nan
n18148,nan
n18149,nan
n18150,nan
n18152,20.32
n18153,15.19
n18158,13.57
n18159,18.94
n18160,nan
n18161,10.88
n18162,72.21
n18164,9.16
n18166,17.39
n18167,17.65
n18168,31.47
n18170,11.02
n18176,16.37
n18178,18.92
n18180,nan
n18183,38.85
n18186,21.73
n18187,8.04
n18190,96.15
n18191,26.49
n18192,48.94
n18196,22.92
n18197,45.68
n18198,36.87
n18200,50.37
n18204,46.95
n18205,49.1
n18206,3.92
n18208,44.7
n18210,10.36
n18211,15.55
n18214,21.94
n18216,10.81
n18217,10.17
n18222,4.66
n18223,8.71
n18224,23.41
n18226,13.82
n18228,45.0
n18230,8.43
n18231,4.91
n18234,30.77
n18236,12.64
n18240,7.38
n18241,3.99
n18244,5.57
n18245,3.13
n18246,8.91
n18247,14.12
n18248,6.93
n18250,65.18
n18252,0.42
n18256,6.96
n18258,4.18
n18259,4.29
n18262,7.51
n18264,56.11
n18266,13.28
n18267,76.9
n18270,12.44
n18271,16.68
n18272,8.41
n18274,16.05
n18275,8.94
n18278,16.44
n18280,42.14
n18282,11.04
n18284,27.85
n18286,14.93
n18288,10.71
n18290,8.06
n18294,11.43
n18298,7.74
n18299,41.49
n18300,1.97
n18302,2.15
n18304,7.96
n18306,12.41
n18308,11.35
n18310,29.88
n18312,11.59
n18314,11.04
n18315,6.76
n18318,11.46
n18322,5.2
n18324,5.47
n18326,5.46
n18330,11.25
n18331,4.01
n18332,7.62
n18334,4.59
n18336,19.78
n18338,6.11
n18340,10.05
n18341,6.15
n18344,5.2
n18346,0.98
n18347,22.4
n18350,8.04
n18352,9.08
n18354,7.73
n18355,7.31
n18358,12.89
n18359,nan
n18362,5.27
n18363,25.26
n18368,6.32
n18369,9.77
n18372,4.71
n18374,5.78
n18375,11.03
n18376,24.75
n18378,10.42
n18380,4.73
n18384,12.18
n18385,6.84
n18386,8.83
n18389,12.31
n18392,7.88
n18394,13.49
n18398,7.49
n18399,14.12
n18400,7.06
n18404,11.35
n18405,9.66
n18406,8.67
n18408,10.88
n18410,7.11
n18412,7.37
n18413,7.96
n18420,9.63
n18422,9.14
n18423,6.8
n18426,10.31
n18427,13.08
n18428,6.45
n18430,9.62
n18431,8.63
n18432,9.71
n18436,6.8
n18438,9.73
n18439,5.55
n18440,8.43
n18444,10.85
n18445,5.06
n18446,5.2
n18447,3.48
n18448,6.33
n18452,9.34
n18454,9.37
n18455,24.47
n18458,16.86
n18460,2.42
n18462,4.7
n18463,3.59
n18468,8.2
n18469,7.06
n18470,11.49
n18472,8.58
n18473,12.49
n18474,nan
n18478,2.88
n18480,5.72
n18481,6.72
n18482,5.16
n18484,4.5
n18486,nan
n18488,4.74
n18489,8.21
n18494,5.38
n18495,9.2
n18496,8.19
n18498,7.82
n18502,14.78
n18503,15.9
n18504,7.75
n18506,2.21
n18508,11.75
n18510,5.98
n18514,6.68
n18516,9.1
n18518,9.09
n18520,9.54
n18521,4.86
n18524,7.29
n18525,8.1
n18528,5.14
n18529,5.0
n18530,4.66
n18532,12.29
n18536,3.7
n18537,2.47
n18538,12.24
n18540,14.52
n18544,8.99
n18545,5.75
n18550,7.25
n18551,18.79
n18552,17.91
n18553,10.84
n18554,8.05
n18558,52.69
n18559,1.65
n18560,5.06
n18562,9.35
n18563,6.89
n18566,8.02
n18568,7.87
n18569,13.01
n18572,9.22
n18576,4.26
n18577,39.11
n18578,34.96
n18580,22.37
n18584,5.65
n18585,13.55
n18586,5.05
n18588,60.8
n18589,7.51
n18594,22.09
n18595,11.8
n18602,6.89
n18603,nan
n18604,6.87
n18606,30.71
n18607,11.8
n18610,15.56
n18611,9.29
n18612,43.68
n18614,10.46
n18616,2.27
n18618,29.43
n18619,18.19
n18624,9.85
n18625,6.92
n18626,7.93
n18628,26.11
n18632,6.69
n18633,10.05
n18636,10.0
n18637,6.5
n18638,nan
n18642,nan
n18643,nan
n18644,30.91
n18645,53.0
n18648,68.74
n18650,11.58
n18651,5.71
n18656,13.62
n18658,10.77
n18659,22.59
n18660,10.38
n18662,nan
n18664,nan
n18666,nan
n18667,nan
n18670,nan
n18672,14.84
n18673,6.01
n18676,3.94
n18677,20.16
n18678,19.9
n18680,12.78
n18682,41.16
n18683,19.49
n18690,14.95
n18691,15.59
n18694,4.55
n18695,7.54
n18696,20.87
n18698,48.33
n18700,11.61
n18701,4.96
n18704,17.67
n18705,26.27
n18706,6.35
n18710,10.18
n18711,16.64
n18712,8.58
n18714,3.79
n18718,6.51
n18720,9.1
n18721,7.19
n18722,7.21
n18724,47.9
n18728,6.33
n18729,21.45
n18730,21.81
n18731,0.53
n18734,12.83
n18736,9.54
n18740,14.69
n18741,20.66
n18744,12.24
n18745,14.48
n18746,9.21
n18748,17.15
n18750,11.57
n18752,19.58
n18753,16.38
n18758,6.87
n18759,4.09
n18760,48.26
n18762,8.32
n18764,6.62
n18766,19.83
n18767,20.02
n18770,22.21
n18774,nan
n18775,58.02
n18776,41.2
n18778,5.05
n18779,40.2
n18782,9.04
n18783,11.61
n18784,18.56
n18786,9.96
n18788,15.07
n18790,13.73
n18792,11.73
n18794,5.33
n18796,11.44
n18798,6.36
n18800,11.73
n18801,7.49
n18802,17.37
n18804,20.93
n18808,23.19
n18810,27.14
n18812,27.08
n18814,28.5
n18816,26.62
n18824,40.79
n18826,28.63
n18827,16.13
n18828,nan
n18830,nan
n18834,nan
n18835,nan
n18836,nan
n18838,nan
n18840,78.24
n18842,10.94
n18844,41.2
n18848,nan
n18849,9.97
n18850,nan
n18851,nan
n18856,15.36
n18858,12.58
n18862,11.85
n18863,17.76
n18864,17.1
n18866,21.57
n18868,7.76
n18869,nan
n18872,18.71
n18874,63.67
n18875,37.54
n18878,12.29
n18880,1.89
n18882,49.74
n18884,nan
n18886,8.88
n18890,6.09
n18892,25.66
n18893,7.89
n18894,7.66
n18896,7.46
n18898,9.36
n18899,6.78
n18902,33.7
n18904,22.03
n18906,15.26
n18907,13.92
n18908,4.75
n18910,18.35
n18912,25.06
n18916,6.06
n18918,16.11
n18919,10.31
n18922,4.31
n18924,nan
n18925,nan
n18926,4.43
n18930,4.89
n18932,7.19
n18933,3.59
n18936,6.33
n18937,4.83
n18938,7.53
n18940,4.07
n18941,9.44
n18946,11.87
n18950,20.48
n18951,nan
n18954,19.14
n18955,9.89
n18956,5.23
n18958,8.97
n18959,17.73
n18962,28.7
n18964,9.08
n18965,14.93
n18966,10.77
n18970,nan
n18972,11.69
n18973,7.54
n18974,18.93
n18978,10.97
n18980,4.31
n18982,12.7
n18984,4.24
n18986,7.29
n18987,8.93
n18990,9.06
n18991,12.42
n18992,10.02
n18994,5.06
n18996,20.46
n18998,4.49
n19000,13.93
n19002,9.77
n19004,5.86
n19006,6.95
n19007,5.48
n19010,30.4
n19016,5.38
n19017,10.95
n19020,4.4
n19022,34.28
n19023,43.34
n19028,38.36
n19029,18.11
n19032,11.03
n19034,5.5
n19035,11.32
n19036,8.66
n19038,11.07
n19040,8.54
n19042,8.43
n19044,9.13
n19045,17.38
n19046,10.29
n19050,10.33
n19052,7.58
n19054,9.57
n19055,5.79
n19058,12.05
n19060,8.42
n19061,9.65
n19062,8.43
n19064,12.91
n19065,17.6
n19072,24.24
n19074,62.15
n19075,nan
n19076,50.64
n19078,69.28
n19080,27.24
n19081,55.34
n19084,10.92
n19085,13.95
n19086,12.31
n19088,10.86
n19090,10.91
n19092,21.52
n19094,7.76
n19096,9.65
n19098,12.24
n19099,12.9
n19104,4.94
n19106,14.29
n19107,22.0
n19110,53.4
n19112,nan
n19114,14.54
n19115,3.73
n19118,7.73
n19119,19.27
n19124,32.3
n19125,18.83
n19126,15.01
n19128,4.41
n19129,12.14
n19132,17.36
n19133,57.52
n19136,nan
n19137,nan
n19138,17.08
n19140,49.18
n19141,10.13
n19144,60.12
n19146,9.04
n19147,64.15
n19150,50.39
n19154,30.79
n19156,15.22
n19157,53.56
n19158,5.36
n19160,27.05
n19162,11.14
n19163,11.7
n19166,50.91
n19168,8.32
n19170,26.94
n19171,11.76
n19178,10.47
n19179,13.25
n19180,5.63
n19182,nan
n19184,4.31
n19185,nan
n19186,8.96
n19190,7.18
n19191,6.54
n19194,16.34
n19195,7.43
n19198,6.83
n19200,28.16
n19201,15.82
n19202,15.57
n19204,15.82
